Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
saratoga springs utah,0,14,62,0,0,9900,62,0.39,0.01,8330000,"informational, navigational",,https://www.redfin.com/city/17376/UT/Saratoga-Springs,https://www.trulia.com/UT/Saratoga_Springs/,,
savannah beach,0,0,93,51,0,9900,61,0.64,0.15,131000000,informational,,,https://www.trulia.com/n/ga/savannah/beach-institute/82863/,https://www.remax.com/homes-for-sale/ga/tybee-island/savannah-beach-and-racquet-club/neighborhood/1202884,
sawbuck,0,73,0,0,0,9900,67,1.08,0.13,671000,"informational, transactional",,https://www.redfin.com/CA/Irvine/160-Sawbuck-92618/home/178236662,,,
sayreville nj,0,13,7,20,0,9900,58,0.27,0.01,5390000,"informational, navigational",,https://www.redfin.com/city/16859/NJ/Sayreville,https://www.trulia.com/NJ/Sayreville/,https://www.remax.com/homes-for-sale/nj/sayreville/city/3465790,
sbn,0,0,0,0,16,9900,49,0.00,0.01,34100000,"informational, navigational",,,,,https://www.compass.com/agents/sbn/
scarsdale ny,0,64,9,0,20,9900,78,0.16,0.01,9030000,informational,,https://www.redfin.com/city/16773/NY/Scarsdale,https://www.trulia.com/NY/Scarsdale/,,https://www.compass.com/neighborhood-guides/westchester_ny/scarsdale/
sceis,0,0,0,84,0,9900,51,0.00,0,84,"informational, transactional",,,,https://www.remax.com/real-estate-offices/remax-summit-sumter-sc/100429239,
scenic view,0,35,0,0,0,9900,65,0.00,0,428000000,navigational,,https://www.redfin.com/CA/Upland/1120-Scenic-View-St-91784/home/3998198,,,
scheel,0,0,0,89,0,9900,68,8.46,0.19,19400000,navigational,,,,https://www.remax.com/real-estate-agents/gaye-scheel-tacoma-wa/100034411,
schertz,0,50,0,0,0,9900,64,0.31,0,5940000,"informational, navigational",,https://www.redfin.com/city/16932/TX/Schertz,,,
schuylkill county,0,0,10,0,0,9900,52,0.00,0,5810000,"informational, transactional",,,https://www.trulia.com/County/PA/Schuylkill_Real_Estate/,,
scituate,0,0,87,0,0,9900,45,0.32,0,6020000,informational,,,https://www.trulia.com/MA/Scituate/,,
scotish,0,61,0,0,0,9900,26,0.00,0.01,3600000,informational,,https://www.redfin.com/DE/Middletown/212-Scotish-Dr-19709/home/45058214,,,
scott cooper,0,0,0,40,0,9900,58,0.00,0.01,193000000,informational,,,,https://www.remax.com/real-estate-agents/scott-cooper-peoria-az/100038257,
scotts valley,0,56,14,0,0,9900,50,0.58,0,9430000,informational,,https://www.redfin.com/city/18042/CA/Scotts-Valley,https://www.trulia.com/CA/Scotts_Valley/,,
scottsbluff ne,0,0,59,57,0,9900,53,0.43,0.01,2700000,informational,,,https://www.trulia.com/NE/Scottsbluff/,https://www.remax.com/homes-for-sale/ne/scottsbluff/city/3144245,
scottsdale phoenician,0,76,0,0,0,9900,64,1.30,0.09,504000,navigational,,https://www.redfin.com/AZ/Scottsdale/4515-E-Phoenician-Blvd-85251/unit-7706/home/173895748,,,
scull,0,0,0,0,76,9900,46,0.24,0.02,14800000,"informational, transactional",,,,,https://www.compass.com/agents/susan-scull/
seaforth landing,0,14,46,0,38,9900,45,0.04,0.05,95,navigational,,https://www.redfin.com/NC/Pittsboro/240-Seaforth-Landing-Dr-27312/home/144082448,https://www.trulia.com/p/nc/pittsboro/61-seaforth-landing-dr-pittsboro-nc-27312--2370183862,,https://www.compass.com/listing/240-seaforth-landing-drive-pittsboro-nc-27312/1029507260768970465/
seagoville,0,0,39,0,0,9900,56,0.33,0,2820000,"informational, navigational",,,https://www.trulia.com/TX/Seagoville/2_p/,,
sean griffin,0,0,0,27,0,9900,38,0.00,0,29200000,informational,,,,https://www.remax.com/real-estate-agents/sean-griffin-browns-mills-nj/102222795,
seaport boston,0,66,0,0,19,9900,62,0.82,0.06,8680000,informational,,https://www.redfin.com/neighborhood/186286/MA/Boston/Seaport-District,,,https://www.compass.com/neighborhood-guides/boston/seaport/
sebastian fl,0,0,37,16,0,9900,63,0.44,0.02,35700000,"informational, transactional",,,https://www.trulia.com/FL/Sebastian/,https://www.remax.com/homes-for-sale/fl/sebastian/city/1264825,
section 8 housing near me,0,0,30,0,0,9900,89,0.57,0.22,590000000,transactional,,,"https://www.trulia.com/for_rent/Pittsburgh,PA/section-8/",,
section 8 rental houses,0,0,24,0,0,9900,72,0.46,0.28,55000000,navigational,,,"https://www.trulia.com/for_rent/Atlanta,GA/section-8/",,
section 8 rentals,0,0,7,0,0,9900,75,0.56,0.23,1410000000,commercial,,,"https://www.trulia.com/for_rent/Los_Angeles,CA/section-8/",,
security deposit,0,0,80,0,0,9900,72,1.42,0.03,683000000,informational,,,https://www.trulia.com/guides/security-deposit-refund/,,
see https://bit.ly/2cq49ef,0,10,5,0,0,9900,12,0.00,0,23,commercial,,https://www.redfin.com/zipcode/72401/recently-sold,https://www.trulia.com/p/al/montgomery/1542-tara-ln-montgomery-al-36117--2038743745,,
seligman az,0,86,11,18,0,9900,45,0.44,0.01,1600000,informational,,https://www.redfin.com/city/25578/AZ/Seligman,https://www.trulia.com/AZ/Seligman/,https://www.remax.com/homes-for-sale/az/seligman/city/0465420,
sequim wa,0,84,15,8,0,9900,56,0.44,0.04,3880000,informational,,https://www.redfin.com/city/16252/WA/Sequim,https://www.trulia.com/WA/Sequim/,https://www.remax.com/homes-for-sale/wa/sequim/city/5363385,
sequim washington,0,64,33,6,0,9900,61,0.44,0.04,3980000,informational,,https://www.redfin.com/city/16252/WA/Sequim,https://www.trulia.com/WA/Sequim/,https://www.remax.com/homes-for-sale/wa/sequim/city/5363385,
serenbe,0,0,14,0,0,9900,46,0.24,0.06,429000,"informational, navigational",,,https://www.trulia.com/builder-community/Serenbe-6000284684,,
serenity springs,0,0,73,0,0,9900,45,0.17,0.01,8870000,navigational,,,https://www.trulia.com/p/in/new-albany/1202-serenity-springs-dr-new-albany-in-47150--2183627297,,
seward ak,0,72,58,67,0,9900,64,0.70,0.03,4180000,informational,,https://www.redfin.com/city/17568/AK/Seward,https://www.trulia.com/AK/Seward/,https://www.remax.com/homes-for-sale/ak/seward/city/0268560,
sf of acre,0,0,0,73,0,9900,56,0.00,0,17000000,informational,,,,https://news.remax.com/how-much-land-do-you-need-to-build-a-house,
shadowbrook,0,65,0,95,0,9900,59,0.50,0.02,1400000,navigational,,https://www.redfin.com/CA/Lake-Forest/603-Shadowbrook-92679/home/172518826,,https://www.remax.com/homes-for-sale/or/clackamas/shadowbrook-mobile-home-community/neighborhood/931744,
shadowbrook restaurant,0,0,94,0,0,9900,50,0.53,0.02,259000,navigational,,,https://www.trulia.com/p/ma/holyoke/445-447-high-st-0-holyoke-ma-01040--2549135690,,
shadowplay,0,76,0,0,0,9900,74,1.32,0.01,8630000,"informational, transactional",,https://www.redfin.com/CA/Irvine/38-Shadowplay-92620/home/5951950,,,
shakopee mn,0,0,77,95,0,9900,71,0.46,0.01,5460000,informational,,,https://www.trulia.com/MN/Shakopee/,https://www.remax.com/homes-for-sale/mn/shakopee/city/2759350,
shalamar,0,69,0,0,0,9900,57,0.00,0,1910000,informational,,https://www.redfin.com/CA/El-Cajon/7940-Shalamar-Dr-92021/home/5096806,,,
shark reef,0,34,0,0,0,9900,64,0.36,0.55,36000000,commercial,,https://www.redfin.com/WA/Lopez-Island/1102-Shark-Reef-Rd-98261/home/16752803,,,
sharktooth,0,72,0,0,0,9900,50,0.70,1,5590000,navigational,,https://www.redfin.com/CA/Bakersfield/10207-Sharktooth-Peak-Dr-93311/home/171330308,,,
sharon mitchell,0,0,0,21,0,9900,37,0.00,0.01,38300000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/sharon-mitchell-melbourne-fl/102053052,
she shed ideas,0,0,60,0,0,9900,55,0.36,1,216000000,informational,,,https://www.trulia.com/blog/she-shed-inspiration-8-low-budget-ideas-that-add-value/,,
sheek,0,70,0,0,0,9900,54,0.94,0,4450000,navigational,,https://www.redfin.com/IN/Greenwood/1405-Sheek-Rd-46143/home/66987171,,,
shelter cove,0,0,51,83,0,9900,57,0.59,0.04,17600000,informational,,,https://www.trulia.com/CA/Shelter_Cove/,https://www.remax.com/homes-for-sale/sc/hilton-head-island/shelter-cove/neighborhood/1252632,
shelton wa,0,63,36,23,0,9900,50,0.32,0.01,12500000,informational,,https://www.redfin.com/city/16335/WA/Shelton,https://www.trulia.com/WA/Shelton/,https://www.remax.com/homes-for-sale/wa/shelton/city/5363735,
shepherdsville ky,0,73,28,29,0,9900,51,0.58,0.01,3200000,"informational, transactional",,https://www.redfin.com/city/17906/KY/Shepherdsville,https://www.trulia.com/KY/Shepherdsville/,https://www.remax.com/homes-for-sale/ky/shepherdsville/city/2170086,
sherwood high school,0,34,0,0,0,9900,63,0.00,0,38300000,commercial,,https://www.redfin.com/school/35909/MD/Ashton-Sandy-Spring/Sherwood-High-School,,,
short creek utah,0,0,87,0,0,9900,52,0.00,0,37400000,informational,,,https://www.trulia.com/p/ut/kanab/5620-w-short-creek-ln-kanab-ut-84710--2182704038,,
short hills,0,0,24,0,0,9900,65,0.55,0,795000000,"informational, navigational",,,https://www.trulia.com/NJ/Short_Hills/,,
show low arizona,0,29,0,0,0,9900,53,0.67,0.04,2280000000,"informational, navigational",,https://www.redfin.com/city/17033/AZ/Show-Low,,,
showplace,0,72,0,0,0,9900,59,1.60,0.03,5930000,commercial,,https://www.redfin.com/CA/La-Mesa/9441-Showplace-Dr-91941/home/5642371,,,
side way,0,11,0,0,0,9900,52,1.22,0,9220000000,informational,,https://www.redfin.com/NH/Waterville-Valley/4-Sunnyside-Way-03215/unit-4/home/96506395,,,
sidney hicks,0,82,78,0,0,9900,31,0.00,0,5460000,informational,,https://www.redfin.com/GA/Warner-Robins/211-Sidney-Hicks-Rd-31088/home/134791381,https://www.trulia.com/p/ga/warner-robins/209-sidney-hicks-dr-warner-robins-ga-31088--2031523284,,
sidney ohio,0,0,90,81,0,9900,65,0.33,0.01,19200000,"informational, navigational",,,https://www.trulia.com/OH/Sidney/,https://www.remax.com/homes-for-sale/oh/sidney/city/3972424,
sierra sky,0,25,0,0,67,9900,42,0.00,0,68400000,"informational, transactional",,https://www.redfin.com/CA/Whittier/11928-Sierra-Sky-Dr-90601/home/7805810,,,https://www.compass.com/homes-for-sale/sierra-sky-park-fresno-ca/
siesta key rentals,0,0,39,0,0,9900,64,1.28,0.47,4300000,commercial,,,"https://www.trulia.com/for_rent/Siesta_Key,FL/",,
silver beach,0,74,86,0,0,9900,54,0.98,0.03,809000000,"informational, transactional",,https://www.redfin.com/NV/Henderson/2527-Silver-Beach-Dr-89052/home/29696243,https://www.trulia.com/n/wa/bellingham/silver-beach/86890/,,
silver creek apartments,0,85,43,0,0,9900,43,1.09,0.02,34500000,commercial,,https://www.redfin.com/DC/Washington/3256-N-St-NW-20007/apartment/10344201,https://www.trulia.com/c/mt/bozeman/silver-creek-1481-n-25th-ave-bozeman-mt-59718--2504261256,,
silverado high school,0,68,0,0,0,9900,54,0.00,0,17700000,commercial,,https://www.redfin.com/school/40688/NV/Las-Vegas/Silverado-High-School,,,
silverdale wa,0,57,67,0,0,9900,56,0.29,0.01,4540000,"informational, transactional",,https://www.redfin.com/city/25504/WA/Silverdale,https://www.trulia.com/WA/Silverdale/,,
silverspring,0,20,0,0,65,9900,69,0.10,0.01,61900000,informational,,https://www.redfin.com/city/26038/MD/Silver-Spring,,,https://www.compass.com/neighborhood-guides/dc/silver-spring/
silverthorne co,0,0,56,9,0,9900,58,1.02,0.03,2890000,informational,,,https://www.trulia.com/CO/Silverthorne/,https://www.remax.com/homes-for-sale/co/silverthorne/city/0870525,
silvervale,0,55,0,0,0,9900,34,0.00,0,77,informational,,https://www.redfin.com/MI/Rochester-Hills/380-Silvervale-Dr-48309/home/61202767,,,
sinon,0,92,0,0,0,9900,86,0.00,0.01,144000000,navigational,,https://www.redfin.com/VA/Annandale/8606-Sinon-St-22003/home/9715236,,,
sitka ak,0,0,66,60,0,9900,50,0.40,0.01,5430000,"informational, transactional",,,https://www.trulia.com/AK/Sitka/,https://www.remax.com/homes-for-sale/ak/sitka/city/0270540,
skippers,0,80,0,0,0,9900,62,0.52,0.01,81000000,commercial,,https://www.redfin.com/MD/Annapolis/1-Skippers-Ct-21403/home/10451766,,,
skypark,0,72,0,0,0,9900,54,0.42,0.01,11400000,navigational,,https://www.redfin.com/CA/Jurupa-Valley/4395-Skypark-Way-92509/home/143976542,,,
skyview high school,0,63,0,0,0,9900,44,0.00,0,10500000,commercial,,https://www.redfin.com/school/111625/WA/Vancouver/Skyview-High-School,,,
slate rock,0,63,0,0,0,9900,63,1.13,1,81700000,informational,,https://www.redfin.com/SC/Woodruff/235-Slate-Rock-Dr-29388/home/79468280,,,
smithsburg md,0,0,12,34,0,9900,46,0.15,0.01,1350000,informational,,,https://www.trulia.com/MD/Smithsburg/,https://www.remax.com/homes-for-sale/md/smithsburg/city/2472900,
smithtown,0,0,90,0,0,9900,57,0.24,0,8830000,informational,,,https://www.trulia.com/NY/Smithtown/,,
smoke damage,0,60,0,0,0,9900,47,15.33,0.12,216000000,informational,,https://www.redfin.com/blog/wildfire-and-smoke-damage-affect-on-home/,,,
smokey row,0,44,0,0,0,9900,41,0.50,0.03,4570000,navigational,,https://www.redfin.com/IN/Bargersville/3260-W-Smokey-Row-Rd-46106/home/82517934,,,
smugglers notch resort,0,0,0,0,96,9900,78,1.08,0.04,796000,navigational,,,,,https://www.compass.com/listing/7-mountainview-at-smugglers-notch-resort-jeffersonville-vt-05464/918843038117458009/
snap on toolbox,0,0,75,0,0,9900,59,0.62,1,13200000,"informational, transactional",,,https://www.trulia.com/p/--2003247032,,
snowball near me,0,86,85,0,0,9900,41,2.38,0,17400000,transactional,,https://www.redfin.com/ME/New-Harbor/202-Snowball-Hill-Rd-04554/home/97602088,https://www.trulia.com/n/pa/levittown/snowball-gate/144568/,,
snowmass village,0,0,62,65,42,9900,70,0.95,0.07,2650000,"informational, navigational",,,https://www.trulia.com/CO/Snowmass_Village/,https://www.remax.com/homes-for-sale/co/snowmass-village/zip/81615,https://www.compass.com/neighborhood-guides/aspen/snowmass-village/
solon ohio,0,9,53,70,0,9900,69,0.32,0.01,7590000,"informational, navigational",,https://www.redfin.com/city/18593/OH/Solon,https://www.trulia.com/OH/Solon/,https://www.remax.com/homes-for-sale/oh/solon/city/3972928,
somerset pa,0,0,54,58,0,9900,60,0.47,0.02,41600000,informational,,,https://www.trulia.com/PA/Somerset/,https://www.remax.com/homes-for-sale/pa/somerset/city/4271776,
south carolina homes for sale,0,5,3,8,14,9900,69,0.55,0.34,93,"informational, transactional",,https://www.redfin.com/state/South-Carolina,https://www.trulia.com/SC/,https://www.remax.com/homes-for-sale/sc,https://www.compass.com/homes-for-sale/south-carolina/
south fork colorado,0,0,91,18,0,9900,52,0.70,0.04,103000000,"informational, transactional",,,https://www.trulia.com/CO/South_Fork/,https://www.remax.com/homes-for-sale/co/south-fork/city/0872395,
south pasadena,0,63,30,0,85,9900,71,0.27,0.01,91800000,"informational, navigational",,https://www.redfin.com/city/18661/CA/South-Pasadena,https://www.trulia.com/CA/South_Pasadena/,,https://www.compass.com/homes-for-sale/south-pasadena-ca/
south pointe beach,0,0,21,0,0,9900,43,1.03,0,28100000,"informational, transactional",,,https://www.trulia.com/n/fl/miami-beach/south-pointe/82374/,,
south pointe park,0,0,65,0,0,9900,51,0.98,0.12,43300000,commercial,,,https://www.trulia.com/n/fl/miami-beach/south-pointe/82374/,,
south street philadelphia,0,20,44,0,33,9900,45,1.04,0.26,350000000,"informational, transactional",,https://www.redfin.com/PA/Philadelphia/429-South-St-19147/home/59361301,https://www.trulia.com/c/pa/philadelphia/1430-south-street-1430-south-st-philadelphia-pa-19146--1150952059,,https://www.compass.com/listing/2320-south-street-philadelphia-pa-19146/730330662835910025/
southampton ny,0,0,12,0,0,9900,62,0.82,0.02,105000000,"informational, transactional",,,https://www.trulia.com/NY/Southampton/,,
southern pines nc,0,0,13,0,0,9900,46,0.39,0.01,19700000,"informational, transactional",,,https://www.trulia.com/NC/Southern_Pines/,,
southfield michigan,0,54,0,0,0,9900,63,0.51,0.01,13600000,"informational, navigational",,https://www.redfin.com/city/18985/MI/Southfield,,,
southgate apartments,0,75,65,0,0,9900,49,0.85,0.08,5010000,commercial,,https://www.redfin.com/neighborhood/108881/CA/Palo-Alto/Southgate/apartments-for-rent,"https://www.trulia.com/for_rent/South_Gate,CA/",,
southington ct,0,0,23,0,0,9900,69,0.55,0.01,6040000,"informational, navigational",,,https://www.trulia.com/CT/Southington/,,
southlake town square,0,56,0,0,90,9900,63,0.91,0,1870000,navigational,,https://www.redfin.com/neighborhood/341677/TX/Southlake/Southlake-Town-Square,,,https://www.compass.com/homes-for-sale/southlake-town-square-southlake-tx/
southlake tx,0,98,0,0,0,9900,72,0.47,0.01,14500000,informational,,https://www.redfin.com/city/30852/TX/Southlake,,,
southport north carolina,0,0,15,0,0,9900,62,0.46,0.04,7300000,informational,,,https://www.trulia.com/NC/Southport/,,
southridge high school,0,38,69,0,0,9900,48,0.00,0,3400000,commercial,,https://www.redfin.com/school/97976/OR/Beaverton/Southridge-High-School,https://www.trulia.com/schools/WA-kennewick-southridge_high_school-4456530,,
spanish style homes,0,39,0,0,0,9900,58,1.54,1,1770000000,informational,,https://www.redfin.com/city/10940/CA/Long-Beach/amenity/spanish+style,,,
sparta nj,0,0,9,79,0,9900,76,0.19,0.01,8980000,"informational, navigational",,,https://www.trulia.com/NJ/Sparta/,https://www.remax.com/homes-for-sale/nj/sparta/city/3403769690,
sparta tn,0,87,27,39,0,9900,41,0.49,0.01,7050000,"informational, transactional",,https://www.redfin.com/city/17929/TN/Sparta,https://www.trulia.com/TN/Sparta/,https://www.remax.com/homes-for-sale/tn/sparta/city/4770180,
spartan 16,0,54,0,0,0,9900,36,1.45,0,56300000,navigational,,https://www.redfin.com/NH/Bedford/16-Spartan-Dr-03110/home/103025015,,,
spartanburg south carolina,0,0,88,0,0,9900,71,0.61,0.01,22400000,informational,,,https://www.trulia.com/SC/Spartanburg/,,
spokane valley,0,0,8,0,0,9900,75,0.75,0,56600000,"informational, navigational",,,https://www.trulia.com/WA/Spokane_Valley/,,
spring hill tennessee,0,35,0,77,0,9900,64,0.47,0.01,76000000,informational,,https://www.redfin.com/city/18036/TN/Spring-Hill,,https://www.remax.com/homes-for-sale/tn/spring-hill/zip/37174,
spring house,0,13,0,0,0,9900,57,0.22,0.01,1940000000,commercial,,https://www.redfin.com/city/26087/PA/Spring-House,,,
spring tide,0,70,0,0,0,9900,58,2.21,0.02,120000000,informational,,https://www.redfin.com/CA/Newark/37710-Spring-Tide-Rd-94560/home/143116961,,,
springdale ar,0,0,32,40,0,9900,62,0.82,0.01,9530000,informational,,,https://www.trulia.com/AR/Springdale/,https://www.remax.com/homes-for-sale/ar/springdale/city/0566080,
springfield nj,0,51,41,0,0,9900,69,0.27,0.01,146000000,"informational, navigational",,https://www.redfin.com/city/35943/NJ/Springfield,"https://www.trulia.com/for_rent/Springfield,NJ/",,
springfield tn,0,70,60,35,0,9900,52,0.56,0.01,82200000,"informational, navigational",,https://www.redfin.com/city/18008/TN/Springfield,https://www.trulia.com/TN/Springfield/,https://www.remax.com/homes-for-sale/tn/springfield/city/4770500,
springville utah,0,0,18,0,0,9900,62,0.41,0.01,4530000,"informational, navigational",,,https://www.trulia.com/UT/Springville/,,
squirrel nest,0,72,0,0,0,9900,51,4.23,0.34,21000000,informational,,https://www.redfin.com/VA/Warrenton/6189-Squirrel-Nest-Ln-20187/home/15516507,,,
st charles missouri,0,80,0,0,0,9900,56,0.44,0.04,324000000,informational,,https://www.redfin.com/city/16428/MO/St-Charles,,,
